Startup ID,Industry,Funding Rounds,Investment Amount (USD),Valuation (USD),Number of Investors,Country,Year Founded,Growth Rate (%)
393,Blockchain,4,433693154.71,1370824100.48,20,Singapore,2020,109.97
394,Blockchain,8,4330197981.44,6956240860.8,40,Australia,2001,171.88
395,SaaS,5,1339003057.49,5113318505.43,29,USA,2009,97.58
396,HealthTech,6,467837647.59,2242314759.81,46,Singapore,2021,184.54
397,SaaS,5,4155195209.93,13219239934.11,17,Canada,2006,90.59
398,EdTech,9,415273861.93,1587198017.17,4,UK,2018,8.61
399,SaaS,1,1158817154.11,2930971567.37,8,USA,2021,145.12
400,SaaS,5,2977100942.56,8733360294.77,46,Australia,2014,158.19
401,SaaS,9,987211957.52,3128148964.67,43,France,2020,178.52
402,SaaS,10,4855139523.89,13579704354.95,29,Germany,2021,166.68
403,HealthTech,2,4786446143.66,18773805724.29,20,Germany,2020,52.71
404,Fintech,1,4583390523.54,9053026861.93,24,China,2000,97.74
405,Fintech,10,2550171823.37,7623211117.26,2,China,2005,98.98
406,E-commerce,7,3431774860.3,10488869032.74,8,UK,2012,138.29
407,SaaS,5,1269724893.86,6075935621.01,5,Germany,2009,144.33
408,Biotech,3,775342019.78,2463185970.0,6,India,2015,22.55
409,Fintech,10,2243792909.57,8278832692.44,3,Germany,2004,67.91
410,HealthTech,5,1495452653.2,4639902996.8,32,Singapore,2007,164.55
411,Fintech,8,2208248011.56,8916513879.48,11,Germany,2016,44.29
412,Blockchain,8,1337299885.97,2022018891.72,23,Brazil,2011,109.22
413,Blockchain,8,125583000.28,469276851.51,45,France,2004,37.54
414,E-commerce,10,1639451822.48,4044996738.11,32,Australia,2021,58.56
415,SaaS,1,2456548751.86,11405881447.19,3,Singapore,2000,50.67
416,AI,4,2952078433.3,7063596817.0,14,China,2011,144.42
417,Blockchain,8,1060931418.69,5217433413.21,1,USA,2014,129.98
418,Blockchain,8,3247355663.35,7800566657.94,13,UK,2001,158.68
419,EdTech,8,3003022309.46,14922314302.0,45,China,2003,101.18
420,E-commerce,8,218086304.4,934846172.23,16,Brazil,2023,58.05
421,E-commerce,7,514907401.95,2573762217.1,20,UK,2021,113.38
422,E-commerce,6,125062777.07,362113518.67,27,Singapore,2004,134.0
423,Biotech,1,1373881162.49,6254934810.44,40,Brazil,2005,42.79
424,SaaS,10,705099744.86,2500255042.34,47,USA,2010,28.22
425,Fintech,2,4966684844.06,21359062444.82,34,France,2006,191.58
426,E-commerce,2,3429447598.03,8291214381.29,12,Brazil,2011,166.06
427,SaaS,7,249759366.28,582493718.21,3,UK,2014,33.31
428,Biotech,8,1596600952.19,2450553096.74,20,Singapore,2005,156.58
429,Fintech,1,1690203004.34,6998242320.0,31,Brazil,2008,16.02
430,Blockchain,2,112547879.91,388822148.39,41,Germany,2022,31.72
431,HealthTech,6,2244276648.36,7077226078.37,45,Germany,2005,145.9
432,HealthTech,3,4223570525.92,11559331839.83,22,India,2003,44.55
433,AI,9,1728165544.47,8571566848.94,16,France,2022,155.68
434,SaaS,2,2677859780.98,10837751557.8,15,Brazil,2010,87.54
435,EdTech,2,4465078452.9,10697579212.02,9,Brazil,2010,177.29
436,Biotech,10,4991896725.42,24709061035.64,13,Australia,2019,157.62
437,Blockchain,10,124002994.45,560913136.88,21,India,2002,82.19
438,EdTech,7,1224768604.11,2847827469.91,39,Australia,2000,45.3
439,E-commerce,6,2894154275.18,9703034698.99,37,Germany,2020,81.35
440,Fintech,7,3909585814.32,13218486616.4,27,India,2003,62.02
441,SaaS,9,3865276226.89,19324357005.74,4,India,2004,129.09
442,HealthTech,6,2397392209.37,10149948181.23,7,France,2020,63.68
443,Blockchain,4,1838755397.93,7907473105.31,31,France,2006,159.73
444,Biotech,4,216349988.54,540499255.72,28,China,2021,101.11
445,HealthTech,4,1895985100.71,7580835859.0,22,France,2017,124.99
446,AI,5,2862979566.46,10107492553.27,5,USA,2012,142.21
447,HealthTech,3,1861212622.19,8882194445.17,6,Australia,2015,8.85
448,E-commerce,4,1339619719.08,4018199278.8,42,USA,2020,41.97
449,SaaS,8,2462033222.21,10412319259.19,33,Australia,2022,57.15
450,Biotech,7,4016725392.53,12219118063.44,32,Germany,2002,56.59
451,HealthTech,8,3871723883.68,8476805524.18,25,Germany,2018,180.66
452,Blockchain,9,3274124585.26,8903440127.38,37,Germany,2019,186.26
453,E-commerce,2,1756859139.17,5729941239.11,18,Australia,2015,28.63
454,AI,5,3859154912.52,10612758532.76,8,China,2000,138.53
455,EdTech,4,4549814836.77,7579318472.88,3,Singapore,2003,139.19
456,AI,6,1757269247.4,5869476861.45,3,Germany,2018,138.28
457,E-commerce,3,4382357129.13,11447776849.03,28,China,2007,26.66
458,Fintech,4,4243173955.94,16899800631.63,40,Brazil,2009,128.51
459,HealthTech,9,523520244.62,1055415336.43,12,India,2014,30.97
460,Blockchain,8,3962669224.5,8376071870.85,48,Germany,2010,158.88
461,SaaS,1,390935500.19,1188344620.62,6,Australia,2017,157.1
462,E-commerce,7,3716807745.27,7826223562.91,42,France,2004,30.42
463,Fintech,6,2571757828.88,10115171689.12,22,Australia,2005,112.08
464,SaaS,6,3861493144.54,13958967022.69,16,China,2020,95.31
465,SaaS,9,501140331.04,1816171177.13,42,Canada,2002,160.38
466,Blockchain,5,4139142862.41,11033417478.09,19,Brazil,2007,12.19
467,SaaS,4,140286272.36,303501854.83,27,Brazil,2010,72.02
468,Blockchain,5,760157307.34,3325889402.1,6,Germany,2018,194.79
469,SaaS,4,2907407844.08,11400032621.09,42,China,2020,53.53
470,AI,7,4995596887.4,19018734945.04,31,Singapore,2017,38.9
471,Biotech,8,3988504694.4,7906569128.61,45,Germany,2005,79.65
472,Blockchain,4,1010054915.51,3450994916.52,20,Australia,2002,196.24
473,Blockchain,3,4329991826.72,15052660727.04,19,France,2001,67.37
474,SaaS,5,4813588032.68,7258537239.88,17,India,2014,62.14
475,Blockchain,10,2526572058.52,9773686020.28,21,Brazil,2021,115.82
476,HealthTech,10,40633531.2,92212414.57,49,Canada,2019,12.72
477,Blockchain,8,3376421100.96,13064573762.92,23,Brazil,2004,28.5
478,SaaS,10,3991919995.03,10468161331.88,15,USA,2021,157.35
479,AI,4,1508068565.31,2787506789.73,50,India,2002,121.98
480,AI,7,1624441683.51,5743476560.11,33,India,2008,76.65
481,SaaS,5,3848220514.6,11102796615.21,31,UK,2007,40.85
482,Biotech,1,1377712750.62,3086549364.86,14,Brazil,2007,146.29
483,HealthTech,2,4933523667.99,22259404289.18,41,Australia,2012,107.36
484,HealthTech,9,3429913218.78,5682989709.76,30,France,2019,139.35
485,Blockchain,3,2706760077.19,8352785480.5,50,USA,2018,119.32
486,Blockchain,10,495365276.29,1004742310.9,14,Singapore,2012,133.14
487,HealthTech,9,2877439164.13,7137672553.44,17,Australia,2011,41.63
488,EdTech,3,1254202303.54,6172130469.55,24,India,2017,170.44
489,Blockchain,1,3696801234.83,12628191593.27,14,Australia,2008,177.77
490,HealthTech,9,3136932047.86,12749551945.76,9,Brazil,2020,81.88
491,AI,10,4870176350.89,21060386398.61,33,India,2003,55.97
492,E-commerce,3,2817198168.97,4420104126.1,37,Brazil,2012,9.99
493,SaaS,6,3626534812.24,7670344690.69,30,USA,2012,21.71
494,Blockchain,5,1756437255.71,5956777725.82,38,UK,2008,45.14
495,HealthTech,2,1370732441.66,5391080517.43,7,China,2003,57.26
496,EdTech,4,1269381047.19,2820390777.12,39,Singapore,2007,20.85
497,E-commerce,9,3073430953.79,11671084677.44,32,China,2008,123.6
498,HealthTech,6,3978250732.55,15688920884.08,21,Canada,2016,17.04
499,E-commerce,1,4398663572.51,17882874003.69,8,Brazil,2000,55.03
500,EdTech,8,1648593346.93,6253830708.75,44,Canada,2013,12.73
501,E-commerce,5,362253565.31,1126635500.49,16,Australia,2003,193.0
502,E-commerce,6,3987453563.84,18524621284.27,37,Germany,2004,12.41
503,EdTech,6,2733952030.25,10753185663.15,28,Australia,2013,147.84
504,SaaS,9,4456076385.05,15261720000.75,8,China,2003,86.34
505,HealthTech,1,1022641302.94,2383622908.37,37,Germany,2001,189.17
506,Biotech,2,221947295.06,481966079.79,6,India,2015,154.91
507,HealthTech,7,1304475055.98,2185894217.2,47,China,2014,56.82
508,SaaS,4,4613500462.81,13445442007.34,12,India,2020,101.42
509,SaaS,6,4461972541.33,7421407024.17,9,Germany,2016,73.6
510,Fintech,7,3305563038.13,6324101450.37,6,Australia,2018,59.8
511,EdTech,2,315590343.5,837894052.38,49,USA,2014,179.92
512,Fintech,3,3570898116.1,5685252213.34,11,Singapore,2018,106.58
513,AI,10,3207554290.2,13010622393.17,49,UK,2011,181.47
514,SaaS,9,3646843118.16,9659678651.26,47,Australia,2022,76.01
515,SaaS,9,3183254122.23,15422654399.68,12,Australia,2009,104.93
516,AI,7,2159733496.99,8496258428.81,12,Australia,2023,173.52
517,SaaS,7,4193438189.14,14432775342.35,29,China,2009,127.17
518,HealthTech,2,3328081119.93,10605001534.12,21,USA,2023,131.84
519,HealthTech,10,3279883217.13,5273390680.24,39,Brazil,2016,168.3
520,HealthTech,6,942385909.64,3952743542.88,13,Germany,2007,155.78
521,AI,1,1215016575.03,4286023438.7,43,France,2013,168.2
522,Fintech,3,1328584230.2,3762082615.1,31,Canada,2013,78.85
523,E-commerce,7,3393876958.38,15070175400.4,18,UK,2006,25.6
524,Blockchain,4,3364504896.27,10674814029.42,33,France,2021,16.79
525,SaaS,8,4117827412.92,10994541411.93,28,Brazil,2018,133.57
526,SaaS,6,3472889020.04,14572631456.86,23,Canada,2017,163.09
527,HealthTech,3,1252454744.0,3920483700.36,13,Singapore,2018,40.3
528,HealthTech,10,2413253065.14,3886249798.99,39,UK,2013,144.61
529,Biotech,6,41943740.15,142418077.84,6,UK,2000,129.66
530,AI,9,3870821258.32,15942760743.17,22,Brazil,2013,26.16
531,EdTech,7,1325484889.59,4054970962.46,35,India,2003,197.47
532,AI,4,364465208.89,1594154242.37,45,Canada,2021,27.24
533,EdTech,3,3156718554.88,5499558878.38,38,India,2017,179.07
534,SaaS,6,1317260941.19,2869722380.1,41,China,2000,39.5
535,E-commerce,8,4769718435.68,13301570491.42,30,France,2000,38.8
536,AI,6,2992657495.51,13479671834.97,40,Germany,2006,57.32
537,SaaS,1,2514138015.27,6724103256.78,27,Canada,2007,24.58
538,SaaS,1,3600748407.71,16766620903.78,8,China,2023,42.91
539,HealthTech,1,829224313.37,3471457132.84,26,Singapore,2017,162.66
540,E-commerce,7,2431003004.61,4000479317.25,11,Brazil,2004,40.68
541,Fintech,3,3791706301.65,8416809238.99,8,India,2016,40.64
542,EdTech,4,2187905061.69,8101795618.59,43,Australia,2021,191.28
543,Fintech,5,3502988220.1,8167356543.2,13,Singapore,2023,63.05
544,Biotech,5,618782756.32,2089939741.27,21,Singapore,2022,185.74
545,HealthTech,6,3435089539.78,12343606125.63,41,Australia,2001,131.61
546,Fintech,3,962884377.55,2332348476.81,46,UK,2006,137.33
547,Biotech,5,203301874.35,512516312.16,50,France,2018,34.0
548,HealthTech,7,3880180265.65,15373998335.57,29,China,2007,149.51
549,HealthTech,10,2491937627.93,10351195646.48,45,India,2005,38.45
550,SaaS,6,2826349447.28,13581487933.15,41,Germany,2010,199.77
551,HealthTech,8,2907899568.9,13694235400.72,11,India,2011,108.84
552,E-commerce,8,3722720410.15,6426399994.73,22,India,2017,5.66
553,Blockchain,1,3266259366.6,14645860799.8,38,Canada,2000,57.59
554,HealthTech,10,4804916441.41,16765883291.6,50,India,2000,151.63
555,HealthTech,10,253734048.61,461355264.67,50,Brazil,2023,58.98
556,EdTech,6,2772390569.55,8116958853.84,1,Australia,2005,133.2
557,Biotech,10,2107626492.62,4009757128.24,2,Germany,2004,10.75
558,HealthTech,6,4100162447.54,14573406135.19,30,USA,2012,44.25
559,EdTech,1,2113675156.14,6814566400.13,20,USA,2012,108.78
560,EdTech,4,2298605236.01,3667166666.9,33,Singapore,2010,22.11
561,Fintech,2,3346795911.25,14789253841.71,35,USA,2000,62.67
562,Blockchain,8,4647546798.92,11978554698.7,21,France,2003,185.11
563,AI,3,1561544300.28,2680800252.28,29,UK,2014,111.6
564,E-commerce,6,1202481029.41,4208303791.94,13,Singapore,2019,159.94
565,Biotech,10,3058539134.98,7335810498.36,45,India,2005,181.21
566,E-commerce,2,3673830441.68,13858154224.9,16,Canada,2004,34.43
567,EdTech,7,2928470365.94,7086705218.48,12,China,2004,142.62
568,Fintech,6,161554130.06,325824880.18,13,China,2018,18.52
569,Biotech,4,988463111.16,3540056764.31,23,France,2005,154.6
570,Blockchain,9,3062078057.74,14012889842.43,24,Brazil,2022,7.29
571,SaaS,4,3994285527.53,10182702110.85,11,Brazil,2023,87.09
572,HealthTech,9,745090365.71,1778953137.19,20,Singapore,2018,57.33
573,Biotech,9,2181525017.24,10492148820.97,19,USA,2015,59.11
574,HealthTech,3,801097259.67,3942546808.26,42,France,2002,24.16
575,HealthTech,5,4516738588.38,11698516281.2,29,USA,2004,104.52
576,Biotech,5,1342842457.63,5288794586.33,21,UK,2009,125.45
577,Fintech,1,4265962284.4,13525468463.08,27,Australia,2010,108.01
578,SaaS,3,3445922531.81,7343003550.86,16,China,2014,80.62
579,SaaS,8,1000040756.92,2105251222.43,9,Singapore,2007,87.41
580,EdTech,10,1902394906.9,5197525014.49,38,Germany,2008,80.16
581,EdTech,9,75151474.64,237719354.12,35,USA,2018,24.14
582,EdTech,6,272672294.17,1317377187.09,20,Germany,2016,136.6
583,EdTech,10,631038852.98,3149042997.8,25,Brazil,2020,150.16
584,HealthTech,1,2206409582.66,5740904668.51,13,China,2023,79.65
585,Fintech,6,3806515331.02,9484130176.96,31,Canada,2016,96.36
586,Blockchain,10,1633129878.12,2630423338.97,21,UK,2020,14.65
587,AI,7,4312113485.22,19196795230.26,12,UK,2011,31.65
588,HealthTech,4,1584015033.55,6966597381.1,18,USA,2001,157.72
589,Fintech,6,3426545856.36,6054471620.75,15,Singapore,2015,168.96
590,E-commerce,4,173470618.67,859667574.28,36,India,2007,108.65
591,EdTech,9,1678272517.96,5127500473.71,30,Australia,2011,145.54
592,Blockchain,1,1476348991.56,6456055447.06,28,France,2008,130.74
593,Biotech,8,1391532092.22,4225507741.27,32,Brazil,2000,20.47
594,AI,5,1945975740.72,6387985660.55,33,China,2001,26.59
595,Blockchain,10,3472257645.95,5474448554.08,38,Australia,2001,82.02
596,HealthTech,10,2885888379.15,4650051852.1,28,Singapore,2013,171.96
597,Biotech,5,112134188.11,359019883.59,39,Germany,2021,167.8
598,Blockchain,1,3123703040.62,11346130564.16,38,France,2014,53.16
599,AI,2,1043582080.79,4589255776.98,12,Germany,2004,110.35
600,AI,6,2777686858.84,5322118302.0,47,Canada,2013,184.63
601,HealthTech,3,1855381691.27,6455096685.68,47,France,2020,79.68
602,AI,1,3118977474.84,9968143854.34,43,Australia,2007,180.31
603,Biotech,3,2740028048.43,6877565659.38,30,Brazil,2018,182.1
604,Fintech,6,1000237115.22,2999715608.48,38,Canada,2007,75.85
605,Blockchain,5,431028275.45,1322337781.9,17,Singapore,2002,149.19
606,Fintech,1,2999176320.59,10047928430.36,11,UK,2009,107.61
607,AI,6,858555832.29,3179629611.9,5,Germany,2005,117.75
608,SaaS,9,2518150985.55,5334877582.45,20,Brazil,2004,180.97
609,E-commerce,3,3156278217.64,12788993325.13,7,Australia,2004,30.46
610,Biotech,2,826859757.98,3439224397.38,19,UK,2006,64.8
611,SaaS,5,829074708.78,3325097974.93,40,France,2007,95.17
612,SaaS,5,2586650912.72,4105207388.79,16,Australia,2000,140.85
613,AI,10,1313001482.0,5810995416.45,20,Germany,2000,96.25
614,AI,4,2799232859.22,7675923259.06,25,Canada,2017,13.76
615,Fintech,8,2419154468.14,5624453730.49,47,Canada,2021,167.82
616,SaaS,6,3245291726.67,8927507803.57,48,India,2002,76.07
617,Blockchain,3,4874130731.42,7970654823.13,9,Brazil,2014,161.72
618,Fintech,3,4923047517.85,16208625404.84,43,Germany,2019,147.53
619,Blockchain,6,2959853754.14,12825484843.05,13,Singapore,2005,18.7
620,HealthTech,3,977479358.18,2554865850.43,8,China,2015,153.37
621,Biotech,6,1409499081.18,6904041933.87,31,Germany,2001,54.05
622,Fintech,7,902831243.57,1435779314.62,13,USA,2014,149.94
623,SaaS,6,1800629608.19,3655395225.64,20,France,2020,51.17
624,SaaS,9,503688134.74,2322386690.43,33,Singapore,2008,154.48
625,SaaS,7,4269169373.21,9706058206.9,37,India,2018,80.87
626,Biotech,9,870780209.29,3268616594.67,3,Singapore,2010,147.95
627,Biotech,8,2766550877.67,11983893200.41,1,France,2008,83.97
628,HealthTech,7,5554259.01,24158922.07,15,China,2023,92.56
629,HealthTech,7,4933619688.3,7934799520.24,26,Germany,2007,126.1
630,EdTech,6,3109331118.06,6569392207.55,43,USA,2011,170.2
631,HealthTech,7,2580150498.9,7546592865.42,12,Germany,2021,191.27
632,Biotech,3,189344801.55,832951931.82,28,India,2005,56.45
633,SaaS,4,3033088589.69,14201378679.65,26,China,2016,193.55
634,EdTech,9,3931296665.8,7565826718.44,2,Germany,2006,16.62
635,HealthTech,3,2881511439.89,12962250348.43,1,Brazil,2012,25.34
636,SaaS,10,2094923229.48,3727476438.45,9,Australia,2009,72.09
637,HealthTech,6,820414302.29,2091472090.02,50,Singapore,2005,196.33
638,E-commerce,3,315669104.59,1198349599.63,45,Singapore,2017,83.29
639,SaaS,6,1179785286.63,5021798302.63,11,Brazil,2014,41.41
640,E-commerce,1,1169854180.82,3796663737.92,15,UK,2010,78.32
641,Blockchain,5,1813046421.39,6795148858.33,24,UK,2012,73.73
642,Blockchain,7,4890026572.31,8471400049.27,18,Singapore,2015,144.68
643,E-commerce,8,276928970.21,1133344206.22,1,USA,2005,78.41
644,AI,10,4286706072.0,10995662254.97,13,India,2001,31.37
645,HealthTech,2,15013527.27,52692855.75,49,China,2001,65.85
646,EdTech,9,1937241801.59,8582693516.67,10,France,2005,185.56
647,AI,2,3176184249.54,10051587823.85,28,India,2010,190.62
648,HealthTech,6,845364869.0,2339553039.91,46,Canada,2005,63.74
649,E-commerce,8,4267608249.76,9175582845.9,44,Germany,2004,30.29
650,HealthTech,10,527848492.27,1729215040.47,38,UK,2006,36.85
651,Blockchain,3,127508217.32,231068183.27,13,UK,2005,94.01
652,AI,1,2630322616.57,4120808591.52,42,Australia,2014,135.12
653,E-commerce,1,4583642037.24,10608457419.27,1,USA,2005,84.28
654,E-commerce,10,890499217.98,3089738992.36,16,Australia,2002,52.95
655,AI,10,1593004638.54,6221873276.3,18,Australia,2003,28.64
656,Fintech,9,4866672740.08,14744557329.29,7,Australia,2016,83.36
657,Biotech,6,2911937196.35,11900167897.53,41,France,2021,183.63
658,SaaS,10,1159216625.38,3654151232.37,13,UK,2019,63.7
659,Fintech,6,2226271445.39,9098409154.31,5,Singapore,2012,7.92
660,Blockchain,7,3769524864.96,17553088689.97,28,Australia,2011,186.6
661,Biotech,3,2687776013.34,12772281270.34,26,France,2015,43.01
662,EdTech,7,155723480.39,629588484.23,12,Australia,2006,121.63
663,Biotech,6,3241967865.71,10476415023.29,39,Australia,2018,89.17
664,SaaS,7,1918930332.51,3915202401.66,12,Australia,2001,6.8
665,E-commerce,9,4606451641.35,8474977744.33,32,UK,2006,129.65
666,HealthTech,5,4278917302.6,8939957504.88,2,China,2013,178.76
667,AI,2,2861228558.29,7492037691.91,4,China,2014,198.19
668,Blockchain,1,3389356822.03,15317925954.39,11,India,2005,132.64
669,SaaS,6,4580468679.51,14643019396.56,39,Canada,2019,34.02
670,Blockchain,4,2766620440.74,8959819513.15,41,France,2012,152.9
671,EdTech,1,600660127.02,2865888624.56,33,Germany,2001,116.21
672,EdTech,2,2086551526.4,8791530866.57,6,Australia,2008,155.16
673,Fintech,1,2983592933.02,9252902216.05,8,Australia,2014,99.11
674,EdTech,5,3930952272.62,8097064711.68,15,USA,2021,126.78
675,EdTech,7,3499994159.14,6754188997.23,15,USA,2017,165.72
676,HealthTech,5,3267298490.47,9320938169.49,35,Germany,2022,198.2
677,AI,5,2607245873.01,5137111447.27,18,UK,2019,143.0
678,Fintech,1,1387871848.71,2098198769.97,15,Brazil,2009,30.96
679,EdTech,6,4500494280.42,16163056068.85,38,USA,2021,73.05
680,AI,6,1342699273.56,3122598645.8,21,China,2000,186.79
681,Fintech,3,4651800240.96,8529626931.55,33,Australia,2000,53.83
682,SaaS,2,3630924499.94,5637634340.72,25,Brazil,2001,87.89
683,Biotech,10,4784644158.95,9968622042.18,34,China,2001,163.0
684,SaaS,5,857490791.39,3651646881.44,45,UK,2010,85.61
685,HealthTech,5,415416488.68,2030304410.29,30,UK,2001,54.94
686,E-commerce,8,4950258535.98,9590596035.42,48,Singapore,2021,106.49
687,Blockchain,7,639770923.42,1146941983.56,47,Germany,2016,179.69
688,SaaS,9,3965004550.23,11364914752.84,41,UK,2011,93.64
689,AI,5,262767837.06,626747879.23,45,France,2016,20.1
690,AI,2,3689690359.24,8988173118.14,43,USA,2013,131.08
691,E-commerce,2,189033209.69,822666374.84,6,Germany,2009,89.08
692,EdTech,4,1427697626.0,4255468513.68,16,Singapore,2008,77.29
693,HealthTech,7,4773728695.13,7408579597.58,29,Brazil,2013,79.36
694,SaaS,2,2126570622.93,5842412326.56,27,France,2023,109.28
695,AI,1,782436747.56,3727216667.91,10,Brazil,2007,134.14
696,Fintech,5,3690814624.21,6998389579.7,14,Germany,2004,57.31
697,AI,6,749529590.81,1347005764.3,49,France,2019,193.09
698,EdTech,6,2399793008.88,4997156953.97,37,India,2022,83.82
699,Biotech,2,887725764.87,1795004894.16,24,Germany,2015,111.53
700,Biotech,6,1736039985.07,6080909251.95,39,Brazil,2019,73.71
701,EdTech,7,1519129850.55,6519210332.34,38,Germany,2021,198.59
702,Fintech,4,1559288997.51,7386040952.33,38,Canada,2010,72.53
703,Blockchain,6,686421648.97,2181631647.33,10,Australia,2003,168.19
704,HealthTech,4,3575059268.99,8052581192.56,30,India,2023,98.75
705,Blockchain,10,3066791010.76,5102449787.99,44,UK,2013,13.0
706,AI,10,2380507946.21,5022511921.46,8,Germany,2023,34.11
707,E-commerce,7,2459250919.37,10340387400.28,42,Canada,2009,70.11
708,SaaS,2,3983119019.04,17142271393.53,33,Canada,2011,185.72
709,Biotech,8,1712755340.86,3797041044.17,11,Australia,2002,116.26
710,SaaS,1,3340949323.77,13464602734.61,19,India,2003,55.25
711,SaaS,5,78637534.66,372803982.62,20,India,2011,147.43
712,AI,5,2383039147.5,7139073448.01,49,UK,2016,37.44
713,AI,2,1783223268.88,3706417110.08,13,Brazil,2001,7.97
714,E-commerce,1,2982691762.55,10306458544.64,2,France,2015,179.07
